,Unnamed: 0,id,label,taxid,rank,name
3026,10860,VFG007023,1,57,family,Vibrionaceae
3027,2649,sp|O32074|THIT_BACSU,0,122,species,Bacillus subtilis
3028,13129,gi|15900539|ref|NP_345143.1|,1,826,species,Streptococcus pseudopneumoniae
3029,10941,VFG007180,1,59,species,Vibrio parahaemolyticus
3030,9649,sp|P00424|COX5A_YEAST,0,0,no rank,unclassified
3031,3196,sp|Q02753|RL21A_YEAST,0,2,superkingdom,Bacteria
3032,2103,sp|P34230|PXA2_YEAST,0,2,superkingdom,Bacteria
3033,12735,gi|147675349|ref|YP_001217969.1|,1,58,genus,Vibrio
3034,242,sp|D3JTC1|PLYA_PAEAM,0,146680,species,Paenibacillus amylolyticus D
3035,12398,sp|P35845|OSH1_YEAST,0,148986,species,JAFUXM01 sp937915755
3036,11278,sp|Q7NIE7|PSAL_GLOVI,0,139393,species,Gloeobacter violaceus
3037,7927,sp|P27142|KAD_GEOSE,0,1589,species,Geobacillus stearothermophilus
3038,10718,VFG043607,1,71,species,Streptococcus agalactiae
3039,6300,VFG010257,1,1462,species,Mycobacterium smegmatis
3040,5496,VFG045543,1,128,species,Legionella pneumophila
3041,7923,VFG000132,1,22,species,Pseudomonas aeruginosa
3042,12286,sp|Q9WYZ2|HSLU_THEMA,0,9330,species,Thermotoga maritima
3043,4337,sp|Q5LT65|TMOW_RUEPO,0,18211,species,Ruegeria B pomeroyi
3044,12889,gi|16765821|ref|NP_461436.1|,1,4,class,Gammaproteobacteria
3045,1680,sp|P29722|TA17_TREPA,0,645,species,Treponema pallidum
3046,328,sp|P0C136|NS1_INCJH,0,0,no rank,unclassified
3047,2031,VFG011757,1,22154,species,Campylobacter D novaezeelandiae
3048,3573,sp|A0A142C7A4|PHNF_PENHR,0,0,no rank,unclassified
3049,1121,VFG016774,1,5708,species,Bartonella bacilliformis
3050,2594,VFG041887,1,2927,species,Chromobacterium violaceum
3051,3479,sp|P08468|PT111_YEAST,0,0,no rank,unclassified
3052,11741,sp|Q6WVP7|RADH_LENKE,0,5510,species,Lentilactobacillus kefiri
3053,6034,sp|P67593|SYW_STAAN,0,16,species,Staphylococcus aureus
3054,7406,sp|P69739|MBHS_ECOLI,0,550,species,Escherichia fergusonii
3055,14381,sp|O74462|TAF6_SCHPO,0,0,no rank,unclassified
3056,3745,VFG035443,1,2192,species,Escherichia sp005843885
3057,8214,sp|P25631|YCU1_YEAST,0,150306,species,Orientia tsutsugamushi C
3058,23,sp|O34427|CITS_BACSU,0,107,genus,Bacillus
3059,9794,VFG018418,1,1441,species,Salmonella arizonae
3060,11390,sp|Q03469|MURI_LIMFE,0,391,species,Limosilactobacillus fermentum
3061,7017,sp|Q0CF71|AZPB5_ASPTN,0,1,no rank,root
3062,13185,sp|Q03579|LIP1_YEAST,0,0,no rank,unclassified
3063,3339,VFG042987,1,39,genus,Enterococcus B
3064,11524,VFG002155,1,298,species,Yersinia enterocolitica
3065,14001,sp|Q9K0I2|PPSA_NEIMB,0,2,superkingdom,Bacteria
3066,11776,VFG041077,1,153,species,Yersinia pestis
3067,4621,VFG000292,1,180,genus,Helicobacter
3068,6033,sp|Q5F2J0|PTP1_ENCIN,0,0,no rank,unclassified
3069,12089,sp|P0DPP5|YQFI_ECOLI,0,0,no rank,unclassified
3070,12528,gi|17989226|ref|NP_541859.1|,1,2,superkingdom,Bacteria
3071,8665,VFG015353,1,19047,species,Pseudomonas E grimontii
3072,1517,sp|P33025|PSUG_ECOLI,0,7,genus,Escherichia
3073,12437,gi|16759970|ref|NP_455587.1|,1,18,species,Salmonella enterica
3074,6654,sp|O74384|ERFB_SCHPO,0,156540,species,Butyrivibrio A sp937885345
3075,9798,sp|Q6E7F2|FCF1_ECOLX,0,11083,species,Kluyvera georgiana A
3076,11998,sp|P07129|XYNB_BACPU,0,107,genus,Bacillus
3077,12387,gi|161486698|ref|NP_697723.2|,1,99,species,Brucella melitensis
3078,11105,sp|P0DSF8|YODE_ECOLI,0,0,no rank,unclassified
3079,13491,sp|Q88897|CAPSD_TRVPP,0,0,no rank,unclassified
3080,10389,sp|P32566|SMI1_YEAST,0,2,superkingdom,Bacteria
3081,2853,VFG043912,1,121935,species,Clostridium F sp943736985
3082,903,sp|O25909|NADC_HELPY,0,180,genus,Helicobacter
3083,7337,VFG052238,1,31,class,Actinomycetes
3084,8715,sp|P66726|RPOZ_STAAN,0,16,species,Staphylococcus aureus
3085,13522,gi|151221841|ref|YP_001332663.1|,1,16,species,Staphylococcus aureus
3086,11884,sp|P80354|POR_GLUOX,0,5570,species,Gluconobacter oxydans
3087,12533,gi|17989382|ref|NP_542015.1|,1,99,species,Brucella melitensis
3088,13748,gi|157939819|emb|CAL81507.1|,1,0,no rank,unclassified
3089,12887,sp|A0A0A7HF73|CAS6_STRTR,0,28,genus,Streptococcus
3090,2622,VFG041203,1,6,family,Enterobacteriaceae
3091,3297,sp|P38331|YB92_YEAST,0,1,no rank,root
3092,7971,sp|P80173|48KD_BACCE,0,0,no rank,unclassified
3093,7568,VFG006247,1,4,class,Gammaproteobacteria
3094,13189,sp|P38219|OLA1_YEAST,0,2,superkingdom,Bacteria
3095,5414,VFG045314,1,128,species,Legionella pneumophila
3096,6298,sp|Q3IZ91|CCCR_CERS4,0,3492,species,Cereibacter A sphaeroides
3097,4493,VFG013315,1,233,species,Haemophilus influenzae
3098,12479,gi|17987622|ref|NP_540256.1|,1,99,species,Brucella melitensis
3099,11097,sp|Q8KCU0|BCHR_CHLTE,0,52764,species,Chlorobaculum tepidum
3100,5623,VFG043494,1,281,species,Leptospira interrogans
3101,2036,VFG011771,1,50,genus,Campylobacter D
3102,2420,sp|Q6B0Y7|YM075_YEAST,0,0,no rank,unclassified
3103,10995,sp|P50009|ATPE_ACEWD,0,156446,species,Acetobacterium woodii
3104,165,VFG050302,1,24,genus,Acinetobacter
3105,7305,VFG052038,1,34,genus,Mycobacterium
3106,3014,VFG039197,1,699,species,Coxiella burnetii
3107,7799,sp|P76066|YDAW_ECOLI,0,2192,species,Escherichia sp005843885
3108,6377,VFG010416,1,12755,species,Mycobacterium monacense
3109,12564,gi|86559647|ref|YP_473467.1|,1,146,species,Sarcina perfringens
3110,1281,sp|P37180|HYBB_ECOLI,0,47163,species,Escherichia sp004211955
3111,4692,VFG006552,1,289,species,Helicobacter pylori BU
3112,14056,gi|58269702|ref|XP_572007.1|,1,174689,species,Borrarchaeum weybense
3113,7302,VFG052006,1,33,family,Mycobacteriaceae
3114,9611,VFG000463,1,18,species,Salmonella enterica
3115,829,sp|P81352|UN07_CLOPA,0,0,no rank,unclassified
3116,1323,sp|Q76L37|CPRC1_CANPA,0,1,no rank,root
3117,6796,VFG024025,1,34,genus,Mycobacterium
3118,7042,sp|P40088|FTR1_YEAST,0,103536,species,Scytonematopsis contorta
3119,9266,VFG051556,1,20,family,Pseudomonadaceae
3120,7347,VFG002034,1,363,species,Mycoplasmoides pneumoniae
3121,12909,sp|P73528|PSBZ_SYNY3,0,5352,genus,Synechocystis
3122,13357,gi|126207860|ref|YP_001053085.1|,1,5,order,Enterobacterales
3123,5635,sp|Q57038|CYB6_SYNY3,0,5352,genus,Synechocystis
3124,13802,sp|Q9WXS3|UXUB_THEMA,0,6591,genus,Thermotoga
3125,7591,sp|O05892|ALKX_MYCTU,0,35,species,Mycobacterium tuberculosis
3126,7978,sp|O83369|SLYD_TREPA,0,645,species,Treponema pallidum
3127,10679,sp|Q53W62|CARH_THET8,0,2334,species,Thermus thermophilus
3128,5097,VFG001852,1,128,species,Legionella pneumophila
3129,5621,sp|P0AEJ8|EUTN_ECOLI,0,7,genus,Escherichia
3130,8129,VFG013882,1,221,species,Stutzerimonas stutzeri
3131,4327,VFG047990,1,10690,species,Francisella salimarina
3132,7254,VFG031518,1,1462,species,Mycobacterium smegmatis
3133,13019,sp|O75003|TREPH_GRIFR,0,1,no rank,root
3134,4160,VFG042845,1,142,species,Francisella tularensis
3135,3807,sp|Q10210|SWC3_SCHPO,0,0,no rank,unclassified
3136,6507,VFG022135,1,340,species,Mycobacterium avium
3137,12028,gi|15609141|ref|NP_216520.1|,1,35,species,Mycobacterium tuberculosis
3138,11719,VFG019018,1,152,genus,Yersinia
3139,8179,sp|W4KMP1|LP9B_HETIT,0,0,no rank,unclassified
3140,3669,VFG034915,1,804,species,Escherichia coli F
3141,10930,VFG007169,1,59,species,Vibrio parahaemolyticus
3142,1298,sp|P80260|LHB_AFIMA,0,18430,genus,Afifella
3143,9157,sp|Q97DZ9|Y3321_CLOAB,0,4934,species,Clostridium S acetobutylicum
3144,6111,VFG009537,1,31,class,Actinomycetes
3145,6972,sp|Q7S860|CAO1_NEUCR,0,2,superkingdom,Bacteria
3146,11965,sp|P04051|RPC1_YEAST,0,172052,superkingdom,Archaea
3147,2118,sp|Q06451|TPO3_YEAST,0,2918,species,Arctic96AD-7 sp002685535
3148,2753,VFG012089,1,44,genus,Clostridioides
3149,6766,VFG023397,1,17848,species,Mycobacterium algericum
3150,12462,gi|17986909|ref|NP_539543.1|,1,99,species,Brucella melitensis
3151,8114,sp|O05307|FAC6_MYCTU,0,34,genus,Mycobacterium
3152,13874,gi|66275826|ref|YP_232911.1|,1,0,no rank,unclassified
3153,8026,sp|Q9HV00|FDHE_PSEAE,0,22,species,Pseudomonas aeruginosa
3154,13924,gi|86171677|ref|XP_966258.1|,1,2,superkingdom,Bacteria
3155,5326,VFG041309,1,127,genus,Legionella
3156,5888,sp|Q53685|OLED_STRAT,0,119231,species,Streptomyces nogalater
3157,2805,sp|P99133|TPIS_STAAN,0,16,species,Staphylococcus aureus
3158,6758,sp|K4LVZ1|ILVC_THEPS,0,11850,species,Thermacetogenium phaeum
3159,62,sp|P73824|GPX2_SYNY3,0,5353,species,Synechocystis sp000284455
3160,13713,gi|29377514|ref|NP_816668.1|,1,38,species,Enterococcus faecalis
3161,7082,sp|P0AGK1|UBIA_ECOLI,0,804,species,Escherichia coli F
3162,11255,VFG043158,1,59,species,Vibrio parahaemolyticus
3163,5437,sp|Q7SA88|RM03_NEUCR,0,161938,species,UBA11704 sp039796775
3164,13373,gi|126207518|ref|YP_001052743.1|,1,205,family,Pasteurellaceae
3165,2039,sp|P37202|DIS3_SCHPO,0,2,superkingdom,Bacteria
3166,6579,VFG022312,1,35,species,Mycobacterium tuberculosis
3167,2188,sp|B2HM76|PIPS_MYCMM,0,941,species,Mycobacterium marinum
3168,1193,VFG042375,1,0,no rank,unclassified
3169,1981,sp|P38913|FAD1_YEAST,0,0,no rank,unclassified
3170,13865,gi|66275898|ref|YP_232983.1|,1,0,no rank,unclassified
3171,6826,sp|P43500|FRZCD_MYXXA,0,7365,species,Myxococcus xanthus
3172,10631,sp|P0AAE0|CYCA_ECOLI,0,7,genus,Escherichia
3173,3658,VFG034825,1,0,no rank,unclassified
3174,4293,VFG047425,1,1656,species,Francisella philomiragia
3175,11099,sp|Q8TGA0|PFKA2_PICPA,0,2,superkingdom,Bacteria
3176,12369,gi|23500952|ref|NP_697079.1|,1,99,species,Brucella melitensis
3177,10495,sp|P53118|ROG1_YEAST,0,0,no rank,unclassified
3178,2281,VFG016942,1,0,no rank,unclassified
3179,1771,VFG026312,1,69,genus,Burkholderia
3180,7760,sp|Q2ABP6|PKSF_ALTSO,0,95,class,Alphaproteobacteria
3181,746,VFG000682,1,186,species,Bacillus A anthracis
3182,5589,VFG045722,1,9364,species,Legionella longbeachae
3183,13240,gi|15901197|ref|NP_345801.1|,1,28,genus,Streptococcus
3184,200,sp|Q0BGE1|FCNLN_BURCM,0,1008,species,Burkholderia ambifaria
3185,10769,sp|P42840|YN60_YEAST,0,1,no rank,root
3186,6934,VFG027915,1,2,superkingdom,Bacteria
3187,828,VFG043424,1,695,species,Bacillus A pacificus
3188,9611,sp|Q9S1G8|SERD_THASE,0,27045,species,Sedimenticola selenatireducens
3189,10378,VFG005245,1,60,species,Streptococcus pyogenes
3190,14014,sp|P35182|PP2C1_YEAST,0,157152,species,JAIPGX01 sp021735465
3191,12510,gi|17988494|ref|NP_541127.1|,1,99,species,Brucella melitensis
3192,5028,sp|Q7CPA2|CUTA_SALTY,0,17,genus,Salmonella
3193,12075,sp|Q9HGM2|GET1_SCHPO,0,0,no rank,unclassified
3194,6559,sp|P9WHM9|PUR2_MYCTU,0,35,species,Mycobacterium tuberculosis
3195,9413,sp|P17337|URE1_MORMO,0,4,class,Gammaproteobacteria
3196,4357,VFG000687,1,205,family,Pasteurellaceae
3197,9748,sp|O52761|RL17_PSEAE,0,21,genus,Pseudomonas
3198,7219,sp|P0ABY4|FLAW_ECOLI,0,7,genus,Escherichia
3199,12547,sp|O74837|PMP31_SCHPO,0,2,superkingdom,Bacteria
3200,12517,gi|17988723|ref|NP_541356.1|,1,3,phylum,Pseudomonadota
3201,13279,sp|P78753|ASNS_SCHPO,0,2,superkingdom,Bacteria
3202,13735,sp|Q8SUF9|NTT2_ENCCU,0,44607,family,Criblamydiaceae
3203,13897,gi|46310180|gb|AAS87364.1|,1,0,no rank,unclassified
3204,8681,sp|P0DSE7|YBIE_ECOLI,0,0,no rank,unclassified
3205,3968,sp|P54991|SNAA_STRPR,0,14809,species,Streptomyces pristinaespiralis
3206,11412,sp|P27550|ACSA_ECOLI,0,4,class,Gammaproteobacteria
3207,3194,VFG042923,1,27379,species,Dichelobacter nodosus
3208,1984,VFG001980,1,22154,species,Campylobacter D novaezeelandiae
3209,12145,gi|56707611|ref|YP_169507.1|,1,142,species,Francisella tularensis
3210,9674,sp|Q15JF8|VLDH_STRHL,0,13107,species,Streptomyces nodosus
3211,782,sp|P09438|RCEM_CHLAA,0,15397,genus,Chloroflexus
3212,5854,VFG007789,1,67,species,Mycobacterium abscessus
3213,1758,VFG026279,1,58364,species,Burkholderia sp004343775
3214,4014,VFG042726,1,7,genus,Escherichia
3215,2109,VFG011994,1,1271,species,Campylobacter fetus
3216,10806,sp|Q9KM66|CQSS_VIBCH,0,58,genus,Vibrio
3217,3958,VFG042529,1,2192,species,Escherichia sp005843885
3218,5411,sp|P0DSP4|CDND2_ENTH5,0,46197,species,Trabulsiella odontotermitis A
3219,460,sp|B1JSA0|ECOT_YERPY,0,153,species,Yersinia pestis
3220,13199,gi|15901333|ref|NP_345937.1|,1,29,species,Streptococcus pneumoniae
3221,6024,VFG009013,1,35,species,Mycobacterium tuberculosis
3222,15,sp|P17117|NFSA_ECOLI,0,7,genus,Escherichia
3223,6760,VFG023373,1,17848,species,Mycobacterium algericum
3224,5107,VFG001866,1,128,species,Legionella pneumophila
3225,3139,sp|P21829|YBHA_ECOLI,0,7,genus,Escherichia
3226,7690,sp|P31540|HSP98_NEUCR,0,34615,species,SCQM01 sp021792075
3227,3416,sp|Q9USV1|SFR1_SCHPO,0,0,no rank,unclassified
3228,3540,sp|P39547|UIP3_YEAST,0,0,no rank,unclassified
3229,13099,gi|15901980|ref|NP_346584.1|,1,29,species,Streptococcus pneumoniae
3230,9542,sp|P50457|PUUE_ECOLI,0,804,species,Escherichia coli F
3231,4987,VFG048965,1,295,species,Klebsiella grimontii
3232,12707,gi|16131493|ref|NP_418079.1|,1,56820,species,Coprosoma sp944358725
3233,4482,sp|A0A1B7YCK2|DPCHC_COLHI,0,95,class,Alphaproteobacteria
3234,6004,sp|P38990|SAK1_YEAST,0,1,no rank,root
3235,5697,sp|P03623|CAPSD_BPPF3,0,180973,species,JAGTQI01 sp038882535
3236,12776,gi|15640981|ref|NP_230612.1|,1,58,genus,Vibrio
3237,4669,VFG006481,1,1182,species,Helicobacter C hepaticus
3238,12749,sp|P46481|AAEB_ECOLI,0,6,family,Enterobacteriaceae
3239,226,sp|Q60048|CADA_LISMN,0,26,order,Lactobacillales
3240,13241,sp|Q9S4K9|NANA_CLOPE,0,146,species,Sarcina perfringens
3241,9113,sp|D4AK45|EASD_ARTBC,0,1,no rank,root
3242,3135,sp|G3ISL7|METAS_METTV,0,7284,species,Methylobacter A tundripaludum
3243,9427,sp|Q9R9H8|BBMA_BACIU,0,107,genus,Bacillus
3244,10869,VFG007047,1,1908,species,Aliivibrio fischeri B
3245,11511,sp|P40478|VDAC2_YEAST,0,0,no rank,unclassified
3246,1221,sp|Q9X0C6|HIS6_THEMA,0,9330,species,Thermotoga maritima
3247,8089,sp|O34610|ZNUB_BACSU,0,122,species,Bacillus subtilis
3248,1578,sp|Q12038|SRO7_YEAST,0,0,no rank,unclassified
3249,5085,VFG001840,1,128,species,Legionella pneumophila
3250,11027,sp|Q9F437|CLD_IDEDE,0,163600,species,JAGXQV01 sp937873435
3251,8742,sp|P29917|NQO5_PARDE,0,4608,genus,Paracoccus
3252,237,VFG042962,1,1129,species,Actinobacillus lignieresii
3253,1177,VFG018741,1,28145,species,Bartonella tribocorum
3254,8921,sp|P80864|TPX_BACSU,0,107,genus,Bacillus
3255,2925,VFG013724,1,32016,species,Corynebacterium sp022347285
3256,2233,VFG044077,1,50,genus,Campylobacter D
3257,2374,sp|Q05470|PKSL_BACSU,0,2,superkingdom,Bacteria
3258,13298,gi|254779055|ref|YP_003057160.1|,1,180,genus,Helicobacter
3259,13127,sp|B0K2C3|BMBP_THEPX,0,8630,species,Thermoanaerobacter pseudethanolicus
3260,11384,sp|O59755|CUT12_SCHPO,0,0,no rank,unclassified
3261,8066,VFG002076,1,2,superkingdom,Bacteria
3262,7568,sp|Q04603|DPB4_YEAST,0,0,no rank,unclassified
3263,12174,gi|56707648|ref|YP_169544.1|,1,142,species,Francisella tularensis
3264,12325,sp|P17574|COAT_STMV,0,0,no rank,unclassified
3265,4078,sp|P36117|ALY1_YEAST,0,136121,species,Brenneria bubanii
3266,1587,VFG024981,1,70,species,Burkholderia mallei
3267,6825,sp|P52127|ABPA_ECOLI,0,4,class,Gammaproteobacteria
3268,0,VFG037170,1,24,genus,Acinetobacter
3269,8833,VFG015924,1,1021,species,Pseudomonas E protegens
3270,8540,VFG015063,1,701,species,Pseudomonas E fragariae
3271,5505,VFG045552,1,127,genus,Legionella
3272,4802,VFG043698,1,2256,species,Helicobacter D pullorum
3273,4728,sp|P85989|CAPSD_BPSK9,0,102081,species,Opacimonas sp937125395
3274,10471,sp|P46964|OST2_YEAST,0,0,no rank,unclassified
3275,6807,VFG024251,1,28196,species,Mycobacterium mantenii
3276,12611,gi|117623421|ref|YP_852334.1|,1,8,species,Escherichia coli
3277,6773,VFG023432,1,67,species,Mycobacterium abscessus
3278,2464,sp|P37728|KDGR_DICCH,0,1259,genus,Dickeya
3279,7934,VFG000144,1,22,species,Pseudomonas aeruginosa
3280,12461,sp|J1H1J3|SQWF_CLOS9,0,7349,species,Faecalispora jeddahensis
3281,14043,gi|799333326|ref|XP_012050553.1|,1,2918,species,Arctic96AD-7 sp002685535
3282,4855,VFG048530,1,163,species,Klebsiella michiganensis
3283,3151,VFG046170,1,699,species,Coxiella burnetii
3284,8081,sp|Q8YVQ2|PETL_NOSS1,0,8499,genus,Trichormus
3285,11502,sp|Q9CEV9|PRSA_LACLA,0,185,species,Lactococcus lactis
3286,8857,sp|Q8FDI3|DSBI_ECOL6,0,8,species,Escherichia coli
3287,5131,VFG001994,1,128,species,Legionella pneumophila
3288,5198,VFG010623,1,127,genus,Legionella
3289,7368,VFG016476,1,8151,species,Mycoplasmoides genitalium
3290,4182,sp|P00146|CYCP_RHOSP,0,158665,species,Rhodobacter sp020023995
3291,4492,VFG013313,1,2939,species,Haemophilus B ducreyi
3292,5209,sp|O59748|CTK2_SCHPO,0,0,no rank,unclassified
3293,3143,sp|P03023|LACI_ECOLI,0,2,superkingdom,Bacteria
3294,1192,VFG042374,1,0,no rank,unclassified
3295,4604,sp|Q5SK65|PYRR_THET8,0,2334,species,Thermus thermophilus
3296,5762,VFG042113,1,349,genus,Sinorhizobium
3297,2973,VFG050291,1,18064,species,Corynebacterium rouxii
3298,9346,sp|P81101|RRF_BACSU,0,107,genus,Bacillus
3299,7549,VFG006131,1,0,no rank,unclassified
3300,8976,VFG019734,1,4415,species,Pseudomonas E petroselini
3301,5327,sp|P0CS12|TYSY_CRYNJ,0,8598,species,Stercorousia sp900556295
3302,1670,VFG002516,1,70,species,Burkholderia mallei
3303,12625,gi|26250272|ref|NP_756312.1|,1,8,species,Escherichia coli
3304,12495,gi|17988127|ref|NP_540761.1|,1,99,species,Brucella melitensis
3305,9755,VFG004360,1,18,species,Salmonella enterica
3306,6008,VFG008763,1,33,family,Mycobacteriaceae
3307,12947,sp|P0AB26|YCEB_ECOLI,0,7,genus,Escherichia
3308,11423,sp|P45768|YHDY_ECOLI,0,47163,species,Escherichia sp004211955
3309,8916,VFG016094,1,20,family,Pseudomonadaceae
3310,14067,gi|799337413|ref|XP_012051430.1|,1,1,no rank,root
3311,6685,VFG023069,1,34,genus,Mycobacterium
3312,7544,VFG006110,1,64,species,Neisseria meningitidis
3313,5690,VFG032989,1,55,genus,Listeria
3314,2603,sp|P32479|HIR1_YEAST,0,1,no rank,root
3315,7117,VFG030106,1,119730,species,Mycobacterium sp000328565
3316,12800,gi|15642655|ref|NP_232288.1|,1,58,genus,Vibrio
3317,3844,VFG041001,1,6,family,Enterobacteriaceae
3318,9075,sp|P37908|YFJD_ECOLI,0,7,genus,Escherichia
3319,12000,gi|15607827|ref|NP_215201.1|,1,35,species,Mycobacterium tuberculosis
3320,11391,sp|Q9I0F3|VGR1C_PSEAE,0,20,family,Pseudomonadaceae
3321,2613,sp|Q79F72|DESA_ANAVA,0,10909,species,Trichormus sp000009705
3322,674,VFG039068,1,4012,species,Anaplasma marginale
3323,8540,sp|Q97SA4|Y482_STRPN,0,28,genus,Streptococcus
3324,9251,sp|P9WFX7|TRPC_MYCTU,0,35,species,Mycobacterium tuberculosis
3325,8654,VFG015335,1,76,genus,Pseudomonas E
3326,3454,sp|W6QEJ5|ANUB_PENRF,0,1,no rank,root
3327,12886,gi|16765571|ref|NP_461186.1|,1,18,species,Salmonella enterica
3328,570,VFG043204,1,209,genus,Aeromonas
3329,13458,gi|15926868|ref|NP_374401.1|,1,16,species,Staphylococcus aureus
3330,10939,sp|Q8RGE0|ATPA_FUSNN,0,3171,species,Fusobacterium nucleatum
3331,11211,VFG042875,1,510,species,Vibrio vulnificus B
3332,12922,gi|16767344|ref|NP_462959.1|,1,18,species,Salmonella enterica
3333,1883,sp|P15019|TAL1_YEAST,0,2,superkingdom,Bacteria
3334,738,sp|P94273|RS3_BORBU,0,558,species,Borreliella burgdorferi
3335,431,VFG038648,1,639,species,Aeromonas salmonicida
3336,3159,VFG046197,1,699,species,Coxiella burnetii
3337,10604,sp|Q8VPD5|AHLLM_RHIRD,0,359,genus,Agrobacterium
3338,4518,VFG013383,1,2939,species,Haemophilus B ducreyi
3339,7585,VFG006337,1,64,species,Neisseria meningitidis
3340,9901,sp|O07576|BCAP_BACSU,0,107,genus,Bacillus
3341,8112,sp|Q7A417|Y2098_STAAN,0,16,species,Staphylococcus aureus
3342,7110,VFG030059,1,20588,species,Mycobacterium gilvum
3343,1834,VFG041718,1,242,species,Burkholderia cenocepacia
3344,11369,sp|Q9I589|CBPD_PSEAE,0,22,species,Pseudomonas aeruginosa
3345,8304,VFG014294,1,76,genus,Pseudomonas E
3346,1558,sp|M4GGR9|LYR_PROMI,0,86,species,Proteus mirabilis
3347,10374,VFG005240,1,147932,species,Streptococcus castoreus
3348,2237,VFG002125,1,536,species,Chlamydia trachomatis
3349,1395,VFG011292,1,2997,species,Bordetella avium
3350,5071,sp|P40090|SCC4_YEAST,0,0,no rank,unclassified
3351,6355,sp|S0EH60|DMAT1_GIBF5,0,0,no rank,unclassified
3352,6886,VFG027083,1,119730,species,Mycobacterium sp000328565
3353,3018,sp|P31474|HSRA_ECOLI,0,804,species,Escherichia coli F
3354,8701,sp|Q8RNM2|PURA_LEGPN,0,128,species,Legionella pneumophila
3355,7885,sp|O33818|HCRC_THAAR,0,3260,genus,Thauera
3356,6824,sp|O67998|TP453_TREPA,0,645,species,Treponema pallidum
3357,6684,sp|P07790|COTC_BACSU,0,122,species,Bacillus subtilis
3358,13109,gi|15901776|ref|NP_346380.1|,1,39762,species,Streptococcus sp905221095
3359,4162,sp|P38967|TAT2_YEAST,0,2,superkingdom,Bacteria
3360,6873,VFG026614,1,35,species,Mycobacterium tuberculosis
3361,1176,sp|P32476|ERG1_YEAST,0,165780,species,JADLHG01 sp020848905
3362,6415,VFG017720,1,1462,species,Mycobacterium smegmatis
3363,6939,VFG028084,1,34,genus,Mycobacterium
3364,6715,sp|B3XZI5|CEEP_EUBCE,0,131147,species,Bilifractor cellulosolvens
3365,2525,sp|D4AN50|BGLA_ARTBC,0,2,superkingdom,Bacteria
3366,9783,VFG018340,1,91,genus,Citrobacter
3367,12798,sp|Q7S4E0|RT17_NEUCR,0,0,no rank,unclassified
3368,10104,VFG004502,1,15,genus,Staphylococcus
3369,13027,sp|A0A4V8H040|TMPB_LEICA,0,15566,species,Leisingera caerulea
3370,9847,VFG041097,1,18,species,Salmonella enterica
3371,8706,VFG015475,1,76,genus,Pseudomonas E
3372,1934,sp|G2RB73|LP9B_THETT,0,2918,species,Arctic96AD-7 sp002685535
3373,11625,VFG003523,1,298,species,Yersinia enterocolitica
3374,13657,sp|A0A443HK79|VDTB1_BYSSP,0,172097,order,Halobacteriales
3375,4818,sp|Q12192|RFM1_YEAST,0,0,no rank,unclassified
3376,8128,VFG013881,1,61816,species,Pseudomonas E sp000418555
3377,11416,sp|Q9P8J1|XYNA_TALPU,0,2,superkingdom,Bacteria
3378,6233,VFG010102,1,34,genus,Mycobacterium
3379,7878,VFG043807,1,86,species,Proteus mirabilis
3380,4309,VFG047683,1,141,genus,Francisella
3381,7589,VFG018801,1,0,no rank,unclassified
3382,10934,sp|P36015|YKT6_YEAST,0,0,no rank,unclassified
3383,10607,sp|P59285|ALLA_PSEPK,0,76,genus,Pseudomonas E
3384,1537,sp|Q9HX21|NADD_PSEAE,0,22,species,Pseudomonas aeruginosa
3385,10857,VFG007015,1,66,species,Vibrio cholerae
3386,14373,sp|O34452|YRRB_BACSU,0,122,species,Bacillus subtilis
3387,7718,VFG042239,1,1789,species,Pantoea stewartii
3388,3436,VFG041512,1,406,species,Erwinia amylovora
3389,12769,sp|P12376|COPC_PSEUB,0,163665,species,Pseudomonas E sp900601905
3390,3781,sp|O94519|SPF30_SCHPO,0,0,no rank,unclassified
3391,11468,sp|O33950|CATA2_ACILW,0,5110,species,Paraburkholderia fungorum
3392,2885,sp|Q7SCX7|RML2_NEUCR,0,2,superkingdom,Bacteria
3393,9374,VFG040983,1,384,species,Ralstonia nicotianae
3394,9759,VFG004374,1,18,species,Salmonella enterica
3395,10327,sp|A0A031WDE4|HYPD_CLODI,0,2,superkingdom,Bacteria
3396,4983,VFG048950,1,6,family,Enterobacteriaceae
3397,12503,sp|Q04179|URH1_YEAST,0,2,superkingdom,Bacteria
3398,13311,sp|Q9P7M1|DEP1_SCHPO,0,0,no rank,unclassified
3399,13795,gi|2828543|gb|AAC00060.1|,1,4,class,Gammaproteobacteria
3400,4257,sp|O94667|RTF1_SCHPO,0,0,no rank,unclassified
3401,7603,sp|Q7RVI1|RS5_NEUCR,0,2,superkingdom,Bacteria
3402,2518,sp|P43589|SAD1_YEAST,0,0,no rank,unclassified
3403,12144,gi|56707256|ref|YP_169152.1|,1,142,species,Francisella tularensis
3404,6314,VFG010300,1,5319,species,Mycobacterium austroafricanum
3405,2974,sp|Q5HE43|GLMM_STAAC,0,16,species,Staphylococcus aureus
3406,10489,VFG005763,1,28,genus,Streptococcus
3407,3230,VFG041178,1,3064,species,Edwardsiella anguillarum
3408,12015,gi|15610678|ref|NP_218059.1|,1,35,species,Mycobacterium tuberculosis
3409,6527,VFG022177,1,35,species,Mycobacterium tuberculosis
