Unnamed: 0,id,label,target_id,pred_label,fident,bitscore,evalue,score
2701,sp|Q99287|SEY1_YEAST,0,XP_712426.1,1.0,0.773,1703.0,0.0,0.2483955659276546
2702,fig|262316.17.peg.512|MAP0482|VBIMycAvi108102_0512|,1,fig|83332.12.peg.3436|Rv3080c|VBIMycTub87468_3436|,1.0,0.621,806.0,6.314e-234,0.117561260210035
2703,sp|Q59VX8|SHS1_CANAL,0,P32458,0.0,0.622,800.0,4.408e-232,0.11668611435239207
2704,VFG037988,1,VFG005054,1.0,0.676,611.0,6.889e-176,0.08911901983663945
2705,sp|P04386|GAL4_YEAST,0,P08657,0.0,0.651,1031.0,2.896e-301,0.1503792298716453
2706,VFG000107,1,YP_001451390.1,1.0,0.833,604.0,2.613e-174,0.088098016336056
2707,VFG043243,1,VFG007441,1.0,0.808,397.0,8.086e-113,0.057905484247374565
2708,VFG051313,1,VFG051302,1.0,0.677,3357.0,0.0,0.4896441073512252
2709,VFG000417,1,NP_085447.3,1.0,0.816,868.0,6.444e-256,0.1266044340723454
2710,sp|Q07879|ATG10_YEAST,0,W0TH64,0.0,0.652,233.0,7.112e-62,0.03398483080513419
2711,sp|C0HLL7|GST_LACPN,0,P15214,0.0,0.9,118.0,1.627e-28,0.01721120186697783
2712,VFG049025,1,VFG049021,1.0,0.892,1382.0,0.0,0.2015752625437573
2713,VFG018203,1,VFG004394,1.0,0.629,275.0,2.009e-74,0.04011085180863477
2714,VFG001873,1,VFG045760,1.0,0.811,329.0,1.448e-92,0.04798716452742124
2715,sp|Q76ZP7|RP132_VACCW,0,Q7T6X7,0.0,0.58,1365.0,0.0,0.19909568261376895
2716,sp|Q92EU6|GOLD_LISIN,0,A0QYC2,0.0,0.98,1003.0,7.182e-311,0.14629521586931155
2717,sp|O14098|CTK1_SCHPO,0,Q03957,0.0,0.777,1148.0,0.0,0.1674445740956826
2718,sp|O94679|CND1_SCHPO,0,Q06156,0.0,0.796,2667.0,0.0,0.38900233372228704
2719,VFG005489,1,YP_002037320.1,1.0,0.813,4686.0,0.0,0.6834889148191365
2720,VFG040864,1,VFG018161,1.0,0.753,2989.0,0.0,0.43596849474912486
2721,VFG027746,1,VFG023078,1.0,0.897,1028.0,3e-305,0.1499416569428238
2722,sp|P25996|PYRDB_BACSU,0,P0DH74,0.0,0.96,1119.0,0.0,0.1632147024504084
2723,VFG045520,1,VFG016450,1.0,0.496,236.0,1.191e-61,0.03442240373395566
2724,gi|147674062|ref|YP_001218038.1|,1,Q59943,0.0,0.863,980.0,2.4519999999999997e-291,0.14294049008168028
2725,sp|Q9K5K3|COMX2_BACMO,0,Q9K5K2,0.0,0.815,92.0,5.368e-20,0.013418903150525088
2726,VFG035102,1,VFG035110,1.0,0.915,1439.0,0.0,0.20988914819136523
2727,VFG007193,1,VFG041626,1.0,0.776,730.0,1.387e-211,0.10647607934655776
2728,sp|P9WPS5|CTPI_MYCTU,0,O34431,0.0,0.633,1385.0,0.0,0.20201283547257876
2729,sp|A0A0A2JWD0|CNSF_PENEN,0,M1WA41,0.0,0.84,1118.0,0.0,0.16306884480746792
2730,sp|Q9PIR7|ARGD_CAMJE,0,O30508,0.0,0.974,1544.0,0.0,0.22520420070011668
2731,VFG000893,1,VFG033143,1.0,0.89,596.0,1.9420000000000002e-176,0.08693115519253208
2732,gi|25990151|gb|AAN75008.1|,1,P55059,0.0,0.847,1354.0,0.0,0.19749124854142358
2733,VFG027872,1,VFG010336,1.0,0.856,1117.0,0.0,0.1629229871645274
2734,sp|P87112|NOT1_SCHPO,0,P35194,0.0,0.468,860.0,2.6069999999999997e-249,0.12543757292882146
2735,VFG005938,1,VFG048896,1.0,0.796,385.0,1.378e-108,0.05615519253208868
2736,VFG004006,1,VFG041567,1.0,0.57,529.0,2.345e-150,0.07715869311551925
2737,sp|O42659|APC14_SCHPO,0,P48743,0.0,0.76,117.0,3.144e-27,0.01706534422403734
2738,VFG023294,1,VFG021993,1.0,0.731,676.0,5.115e-195,0.0985997666277713
2739,sp|Q2SY18|HLDD_BURTA,0,NP_273870.1,1.0,0.921,1165.0,0.0,0.16992415402567093
2740,gi|15610240|ref|NP_217619.1|,1,VFG032989,1.0,0.852,87.0,1.055e-17,0.012689614935822636
2741,VFG052002,1,VFG038373,1.0,0.585,579.0,1.007e-165,0.08445157526254375
2742,VFG013761,1,VFG019726,1.0,0.73,303.0,2.349e-83,0.044194865810968494
2743,VFG000387,1,VFG000195,1.0,0.91,384.0,3.253e-111,0.056009334889148193
2744,VFG002111,1,Q92325,0.0,0.583,221.0,6.773e-58,0.03223453908984831
2745,sp|Q9S3R9|OMP41_PORGI,0,VFG043482,1.0,0.617,639.0,4.991000000000001e-184,0.09320303383897316
2746,VFG004658,1,P17855,0.0,0.737,1336.0,0.0,0.19486581096849476
2747,VFG037939,1,VFG012009,1.0,0.965,826.0,3.734e-251,0.12047841306884481
2748,VFG044283,1,VFG044199,1.0,0.746,1281.0,0.0,0.1868436406067678
2749,VFG042403,1,VFG000913,1.0,0.872,511.0,2.6989999999999998e-149,0.07453325554259044
2750,sp|P47648|MSRA_MYCGE,0,VFG037099,1.0,0.826,419.0,6.533e-120,0.06111435239206534
2751,sp|O13870|NOT3_SCHPO,0,XP_717644.1,1.0,0.582,568.0,6.299000000000001e-162,0.08284714119019837
2752,sp|Q5SLP1|RNSE_THET8,0,O74740,0.0,0.721,862.0,3.154e-251,0.12572928821470244
2753,gi|218562935|ref|YP_002344714.1|,1,VFG012019,1.0,0.758,790.0,8.38e-230,0.11522753792298716
2754,sp|A0A0C6DWS6|BET3_NEOBT,0,G4MVZ3,0.0,0.811,1005.0,1.803e-297,0.14658693115519253
2755,sp|Q9UT55|ART1A_SCHPO,0,O94725,0.0,0.88,1239.0,0.0,0.1807176196032672
2756,sp|L7WR53|NOTN_ASPVE,0,VFG015974,1.0,0.633,187.0,2.576e-47,0.027275379229871645
2757,VFG041690,1,VFG045517,1.0,0.556,178.0,3.487e-45,0.025962660443407233
2758,VFG015670,1,VFG019818,1.0,0.901,1348.0,0.0,0.19661610268378063
2759,sp|P40746|TGL_BACSU,0,VFG041641,1.0,0.757,81.0,7.088e-16,0.011814469078179696
2760,VFG045330,1,VFG044196,1.0,0.835,1244.0,0.0,0.18144690781796965
2761,sp|P37621|YHHS_ECOLI,0,O05390,0.0,0.697,901.0,2.025e-263,0.13141773628938155
2762,sp|Q8ZKQ3|LSRC_SALTY,0,P23200,0.0,0.691,709.0,3.313e-205,0.10341306884480747
2763,VFG038355,1,VFG000185,1.0,0.931,1127.0,0.0,0.16438156359393233
2764,VFG000018,1,VFG002211,1.0,0.847,2246.0,0.0,0.3275962660443407
2765,sp|O94417|CWC26_SCHPO,0,P46947,0.0,0.523,134.0,1.06e-31,0.019544924154025672
2766,sp|D3KVM6|HBQR_BURSP,0,F8DIF2,0.0,0.868,551.0,1.3e-161,0.08036756126021004
2767,gi|16802310|ref|NP_463795.1|,1,NP_463794.1,1.0,0.909,1344.0,0.0,0.19603267211201866
2768,VFG042675,1,VFG004165,1.0,0.826,490.0,1.023e-141,0.07147024504084014
2769,sp|P39336|YJGL_ECOLI,0,VFG040652,1.0,0.626,372.0,6.454e-103,0.05425904317386231
2770,sp|Q87WD2|ERIC_PSESM,0,Q8ZRP8,0.0,0.609,665.0,1.3190000000000001e-191,0.0969953325554259
2771,sp|P43633|ALK1_YEAST,0,P32789,0.0,0.583,516.0,2.31e-146,0.07526254375729288
2772,sp|O74983|MMS2_SCHPO,0,P40984,0.0,0.884,332.0,8.195e-93,0.048424737456242706
2773,sp|O13633|YNF5_SCHPO,0,P9WNV9,0.0,0.81,248.0,9.79e-66,0.03617269544924154
2774,sp|P65739|PLSX_STAAN,0,Q8DRN3,0.0,0.871,1057.0,2.58e-318,0.15417152858809802
2775,sp|A6W2K8|DDDD_MARMS,0,VFG044373,1.0,0.599,930.0,7.389000000000001e-271,0.13564760793465577
2776,sp|P52095|LDCC_ECOLI,0,YP_169451.1,1.0,0.87,2219.0,0.0,0.3236581096849475
2777,VFG026985,1,VFG022865,1.0,0.965,1099.0,0.0,0.1602975495915986
2778,sp|Q06539|VDH_STRCO,0,Q0SG95,0.0,0.885,1154.0,0.0,0.16831971995332556
2779,VFG042897,1,VFG042775,1.0,0.908,290.0,2.497e-83,0.04229871645274212
2780,sp|P0C674|ORF23_TTVV2,0,P43612,0.0,0.554,144.0,1.119e-34,0.021003500583430573
2781,VFG005887,1,VFG018676,1.0,0.883,741.0,2.817e-221,0.10808051341890315
2782,sp|P80606|IHFB_RHILE,0,YP_281525.1,1.0,0.933,105.0,1.82e-26,0.015315052508751459
2783,sp|Q2RFX4|ATPL_MOOTA,0,A3M139,0.0,0.794,203.0,5.313e-55,0.029609101516919485
2784,sp|P22867|MMOD_METCA,0,Q9ZBQ7,0.0,0.704,130.0,3.686e-31,0.018961493582263712
2785,sp|P00863|DCHS_MICSP,0,P16688,0.0,0.789,48.0,6.966e-07,0.007001166861143524
2786,sp|Q12523|YP247_YEAST,0,O74763,0.0,0.805,1109.0,0.0,0.1617561260210035
2787,fig|169963.11.peg.786|lmo0763|VBILisMon69206_0786|,1,NP_218200.1,1.0,0.612,557.0,1.221e-159,0.08124270711785297
2788,sp|P32960|RACX_BACSU,0,VFG011805,1.0,0.795,616.0,2.23e-179,0.08984830805134189
2789,VFG049837,1,VFG049835,1.0,0.803,4613.0,0.0,0.6728413068844807
2790,VFG042150,1,VFG002143,1.0,0.714,329.0,1.2069999999999999e-90,0.04798716452742124
2791,sp|Q8GAK7|ALDH_PAENI,0,P9WNX9,0.0,0.991,1766.0,0.0,0.25758459743290546
2792,VFG045462,1,VFG045463,1.0,0.542,225.0,3.85e-59,0.03281796966161027
2793,sp|Q45069|YNFE_BACSU,0,VFG040532,1.0,0.684,146.0,3.392e-36,0.021295215869311553
2794,gi|15802236|ref|NP_288259.1|,1,A0R5E1,0.0,0.985,238.0,9.64e-68,0.03471411901983664
2795,sp|O34687|RL32_BACSU,0,Q836R0,0.0,0.775,141.0,1.248e-35,0.0205659276546091
2796,gi|10945607|gb|AAG24612.1|,1,Q12074,0.0,0.856,886.0,5.023e-263,0.12922987164527422
2797,sp|P17709|HXKG_YEAST,0,Q6CUZ3,0.0,0.862,1343.0,0.0,0.19588681446907819
2798,sp|P0CT51|BLP1_CANAL,0,VFG015190,1.0,0.716,113.0,2.863e-26,0.01648191365227538
2799,sp|Q9P7B4|YI13_SCHPO,0,Q1QU27,0.0,0.964,958.0,1.884e-293,0.1397316219369895
2800,sp|Q2GHN3|KTHY_EHRCR,0,O67099,0.0,0.905,623.0,5.307e-184,0.09086931155192532
2801,VFG045602,1,Q7A531,0.0,0.684,151.0,1.767e-36,0.022024504084014
2802,VFG003528,1,VFG041840,1.0,0.654,432.0,1.0760000000000002e-121,0.06301050175029171
2803,VFG043716,1,VFG001932,1.0,0.848,519.0,2.654e-150,0.07570011668611436
2804,sp|Q0AVM3|THLA_SYNWW,0,Q18AR0,0.0,0.888,1260.0,0.0,0.1837806301050175
2805,sp|P06107|LINA_STAHA,0,Q9K8X1,0.0,0.655,176.0,1.194e-44,0.025670945157526253
2806,sp|P9WMW7|MRAY_MYCTU,0,P0A6W3,0.0,0.721,810.0,4.749e-236,0.11814469078179697
2807,sp|P27318|NCAP_HAZVJ,0,P89522,0.0,0.682,645.0,1.691e-185,0.0940781796966161
2808,sp|B0V8I3|COAD_ACIBY,0,Q9WZK0,0.0,0.943,566.0,3.4389999999999997e-169,0.08255542590431739
2809,sp|P26646|ACUI_ECOLI,0,Q3J6K9,0.0,0.929,1158.0,0.0,0.1689031505250875
2810,VFG041137,1,VFG048194,1.0,0.787,2619.0,0.0,0.38200116686114355
2811,sp|Q8SUD4|YAA7_ENCCU,0,Q9UU78,0.0,0.81,200.0,1.531e-52,0.029171528588098017
2812,sp|P02829|HSP82_YEAST,0,P40292,0.0,0.891,1946.0,0.0,0.2838389731621937
2813,VFG001369,1,VFG006068,1.0,0.846,560.0,3.3070000000000003e-162,0.08168028004667445
2814,VFG046514,1,VFG046513,1.0,0.795,924.0,9.364e-272,0.13477246207701282
2815,VFG017693,1,VFG008016,1.0,0.919,1070.0,1.653e-319,0.1560676779463244
2816,sp|Q12368|SNU23_YEAST,0,Q04311,0.0,0.656,170.0,1.182e-42,0.024795799299883313
2817,sp|Q9USG6|RL33B_SCHPO,0,P37809,0.0,0.652,141.0,2.14e-34,0.0205659276546091
2818,VFG009862,1,NP_688616.1,1.0,0.991,844.0,1.4279999999999998e-257,0.12310385064177364
2819,VFG005932,1,VFG005946,1.0,0.758,728.0,1.543e-211,0.10618436406067679
2820,gi|16764362|ref|NP_459977.1|,1,P00926,0.0,0.68,823.0,1.027e-239,0.12004084014002334
2821,VFG016412,1,B7IE18,0.0,0.732,1139.0,0.0,0.1661318553092182
2822,VFG002133,1,VFG016921,1.0,0.88,830.0,2.465e-245,0.12106184364060676
2823,sp|A0QZY0|MSHC_MYCS2,0,P9WJM9,0.0,0.927,1298.0,0.0,0.18932322053675613
2824,sp|P53838|BOR1_YEAST,0,Q14SY0,0.0,0.439,223.0,4.028e-58,0.032526254375729285
2825,gi|15900202|ref|NP_344806.1|,1,O33840,0.0,0.667,1594.0,0.0,0.23249708284714118
2826,VFG016119,1,VFG000165,1.0,0.818,4871.0,0.0,0.7104725787631272
2827,VFG007872,1,VFG007871,1.0,0.881,4482.0,0.0,0.6537339556592765
2828,sp|P09176|TOPL_BPT4,0,O67137,0.0,0.669,818.0,9.327999999999999e-238,0.11931155192532089
2829,VFG042001,1,VFG041754,1.0,0.821,1744.0,0.0,0.2543757292882147
2830,VFG016100,1,VFG016096,1.0,0.853,2477.0,0.0,0.3612893815635939
2831,sp|P60285|RPOC_STAAN,0,Q8CJT1,0.0,0.687,2178.0,0.0,0.3176779463243874
2832,sp|P0AET2|HDEB_ECOLI,0,Q2YK18,0.0,0.582,118.0,1.559e-27,0.01721120186697783
2833,sp|Q5AB87|RL16A_CANAL,0,Q9RXY1,0.0,0.504,101.0,5.078e-22,0.014731621936989498
2834,VFG043078,1,VFG002347,1.0,0.896,744.0,6.129e-220,0.10851808634772463
2835,VFG017868,1,P11904,0.0,0.699,680.0,1.2319999999999998e-196,0.09918319719953325
2836,sp|Q2G160|NANA_STAA8,0,Q9S4K9,0.0,1.0,1113.0,0.0,0.16233955659276547
2837,VFG024427,1,VFG023207,1.0,0.743,556.0,1.227e-158,0.08109684947491248
2838,sp|Q03782|SNU56_YEAST,0,O59810,0.0,0.632,171.0,1.367e-42,0.024941656942823805
2839,VFG005276,1,VFG002202,1.0,0.622,803.0,4.938999999999999e-233,0.11712368728121353
2840,VFG001833,1,VFG045733,1.0,0.56,178.0,3.807e-45,0.025962660443407233
2841,sp|Q97S61|RIMP_STRPN,0,Q2G2D3,0.0,0.867,461.0,1.081e-133,0.06724037339556593
2842,sp|Q1K7A4|HIBCH_NEUCR,0,P28817,0.0,0.747,975.0,3.333e-285,0.14221120186697783
2843,VFG041091,1,VFG041207,1.0,0.84,840.0,5.796e-246,0.12252042007001167
2844,sp|P40182|Y2127_STRCO,0,P9WH69,0.0,0.572,147.0,7.680000000000001e-36,0.02144107351225204
2845,sp|Q06VD9|Y142_TNAVC,0,P08964,0.0,0.8,495.0,2.682e-140,0.0721995332555426
2846,sp|P31135|POTH_ECOLI,0,P77156,0.0,0.703,682.0,2.415e-197,0.09947491248541424
2847,VFG001363,1,VFG012123,1.0,0.836,1239.0,0.0,0.1807176196032672
2848,VFG012855,1,VFG012832,1.0,0.92,1717.0,0.0,0.25043757292882146
2849,sp|O13719|LAF1_SCHPO,0,O74443,0.0,0.867,320.0,9.317999999999999e-88,0.046674445740956826
2850,sp|C0H419|BLAP_BACSU,0,P32327,0.0,0.972,273.0,1.33e-79,0.03981913652275379
2851,sp|P0DPK6|SPVIS_STRVB,0,B5HDJ6,0.0,0.88,915.0,1.017e-268,0.13345974329054844
2852,VFG052306,1,VFG011404,1.0,0.97,938.0,9.876e-285,0.1368144690781797
2853,VFG051509,1,VFG041014,1.0,0.919,1436.0,0.0,0.20945157526254377
2854,VFG048917,1,VFG048889,1.0,0.807,761.0,3.313e-223,0.11099766627771296
2855,sp|P03620|CAPSD_BPIKE,0,VFG002256,1.0,0.565,95.0,1.435e-20,0.013856476079346558
2856,sp|Q04233|GIS4_YEAST,0,P32797,0.0,0.641,102.0,1.145e-21,0.014877479579929988
2857,VFG045635,1,VFG005481,1.0,0.496,194.0,8.987e-50,0.028296382730455077
2858,sp|P45161|DACB_HAEIN,0,YP_001598590.1,1.0,0.736,1030.0,7.99e-302,0.15023337222870478
2859,VFG043372,1,VFG043393,1.0,0.854,456.0,2.689e-131,0.06651108518086347
2860,VFG047044,1,VFG018001,1.0,0.91,975.0,1.355e-293,0.14221120186697783
2861,VFG044470,1,VFG044469,1.0,0.738,96.0,1.5710000000000003e-20,0.014002333722287048
2862,VFG041758,1,VFG041765,1.0,0.85,262.0,1.1139999999999999e-73,0.0382147024504084
2863,sp|Q5XDZ5|Y233_STRP6,0,P47127,0.0,0.592,293.0,7.663999999999999e-80,0.0427362893815636
2864,sp|Q5HE64|PDP_STAAC,0,P39142,0.0,0.93,1436.0,0.0,0.20945157526254377
2865,sp|P22868|MMOC_METCA,0,P19734,0.0,0.879,1106.0,0.0,0.16131855309218204
2866,VFG004660,1,VFG004658,1.0,0.74,1181.0,0.0,0.1722578763127188
2867,VFG031306,1,VFG031303,1.0,0.825,2708.0,0.0,0.39498249708284716
2868,sp|P20285|ODP2_NEUCR,0,G0S4X6,0.0,0.908,1381.0,0.0,0.20142940490081682
2869,VFG042952,1,VFG013880,1.0,0.79,376.0,2.047e-105,0.05484247374562427
2870,gi|22125789|ref|NP_669212.1|,1,VFG012576,1.0,0.987,924.0,2.6959999999999997e-276,0.13477246207701282
2871,VFG011949,1,VFG011946,1.0,0.963,1340.0,0.0,0.1954492415402567
2872,gi|799322300|ref|XP_012048275.1|,1,P47155,0.0,0.591,172.0,1.032e-43,0.025087514585764293
2873,fig|169963.11.peg.200|lmo0195|VBILisMon69206_0200|,1,Q2EHL8,0.0,0.819,1125.0,0.0,0.16408984830805134
2874,sp|Q7VV85|EX7S_BORPE,0,P0A8G9,0.0,0.883,162.0,3.1319999999999996e-41,0.023628938156359393
2875,sp|O05404|SIGV_BACSU,0,VFG009772,1.0,0.787,395.0,1.4479999999999999e-111,0.05761376896149358
2876,VFG043669,1,VFG043668,1.0,0.893,694.0,1.061e-203,0.10122520420070012
2877,gi|15610659|ref|NP_218040.1|,1,NP_218057.1,1.0,0.709,846.0,1.2140000000000001e-246,0.1233955659276546
2878,VFG001015,1,VFG003516,1.0,0.862,989.0,1.005e-293,0.1442532088681447
2879,sp|O06967|BMRA_BACSU,0,P0A2V1,0.0,0.894,1845.0,0.0,0.2691073512252042
2880,VFG043436,1,VFG043253,1.0,0.851,712.0,7.295000000000001e-209,0.10385064177362893
2881,sp|Q8SRM7|NDK_ENCCU,0,VFG031479,1.0,0.918,448.0,3.0809999999999997e-130,0.06534422403733955
2882,sp|P22136|AEP2_YEAST,0,P53140,0.0,0.597,638.0,2.464e-183,0.09305717619603267
2883,sp|P9WGV1|METK_MYCTU,0,Q9K5E4,0.0,0.8,995.0,3.186e-292,0.14512835472578764
2884,sp|P23736|T2S9_STAAU,0,VFG035246,1.0,0.609,140.0,1.2089999999999999e-33,0.020420070011668612
2885,sp|Q8L1D5|SLDB_GLUTH,0,P15877,0.0,0.763,303.0,4.497000000000001e-84,0.044194865810968494
2886,VFG005324,1,VFG005320,1.0,0.785,402.0,1.776e-112,0.05863477246207701
2887,sp|P54342|XKDW_BACSU,0,Q01969,0.0,0.803,140.0,4.4750000000000005e-34,0.020420070011668612
2888,sp|O86737|MQNX_STRCO,0,Q8X1T6,0.0,0.87,1093.0,0.0,0.15942240373395566
2889,VFG014274,1,VFG015663,1.0,0.834,1750.0,0.0,0.25525087514585765
2890,VFG042537,1,VFG042617,1.0,0.913,2730.0,0.0,0.3981913652275379
2891,VFG047233,1,VFG047239,1.0,0.948,1596.0,0.0,0.23278879813302217
2892,VFG043133,1,VFG038877,1.0,0.841,539.0,5.931e-155,0.07861726954492415
2893,sp|D1A4H1|ESXA_THECD,0,VFG022098,1.0,0.958,307.0,7.316e-88,0.044778296382730454
2894,sp|Q5AF03|HSP31_CANAL,0,Q08914,0.0,0.901,768.0,1.0679999999999999e-229,0.11201866977829639
2895,gi|17988971|ref|NP_541604.1|,1,VFG015991,1.0,0.743,906.0,2.3619999999999998e-266,0.13214702450408403
2896,sp|Q825I8|CYP28_STRAW,0,Q59831,0.0,0.99,1474.0,0.0,0.21499416569428237
2897,VFG014139,1,VFG023788,1.0,0.676,891.0,3.6309999999999996e-260,0.12995915985997666
2898,VFG000470,1,VFG018422,1.0,0.679,540.0,3.925e-154,0.07876312718786464
2899,VFG042804,1,VFG013224,1.0,0.833,404.0,5.326e-116,0.058926487747957994
2900,sp|P38199|HEK2_YEAST,0,O59810,0.0,0.659,552.0,1.037e-157,0.08051341890315053
2901,sp|P78023|RL20_MYCPN,0,P60491,0.0,0.879,310.0,3.738e-86,0.04521586931155192
2902,sp|Q07454|YD073_YEAST,0,Q02099,0.0,0.51,346.0,8.95e-95,0.05046674445740957
2903,sp|P00894|ILVH_ECOLI,0,O60086,0.0,0.671,398.0,8.158e-113,0.05805134189031505
2904,VFG046327,1,VFG046311,1.0,0.839,1374.0,0.0,0.20040840140023336
2905,sp|P02394|RL7_BACSU,0,P05392,0.0,0.975,388.0,1.87e-112,0.056592765460910154
2906,VFG013687,1,VFG013686,1.0,0.807,739.0,1.027e-214,0.10778879813302217
2907,VFG041489,1,VFG042252,1.0,0.634,99.0,3.2399999999999996e-22,0.014439906651108518
2908,sp|P9WHC1|RL22_MYCTU,0,Q6A6N1,0.0,0.917,418.0,3.631e-118,0.06096849474912486
2909,VFG043123,1,VFG025495,1.0,0.677,206.0,4.320999999999999e-53,0.030046674445740957
2910,VFG041909,1,VFG041619,1.0,0.75,414.0,3.639e-117,0.06038506417736289
2911,sp|P9WKE7|KHSE_MYCTU,0,B1MLU6,0.0,0.911,1012.0,3.176e-304,0.14760793465577596
2912,sp|Q03941|CAB5_YEAST,0,O67792,0.0,0.875,610.0,1.239e-176,0.08897316219369895
2913,sp|O06997|YVDP_BACSU,0,P08159,0.0,0.727,1012.0,8.581999999999999e-297,0.14760793465577596
2914,VFG005946,1,VFG006086,1.0,0.899,989.0,6.960999999999999e-297,0.1442532088681447
2915,VFG004380,1,VFG042702,1.0,0.751,555.0,1.4280000000000002e-159,0.08095099183197199
2916,VFG042451,1,VFG045797,1.0,0.911,717.0,1.8689999999999998e-213,0.10457992998833139
2917,VFG000062,1,VFG005756,1.0,0.747,150.0,7.486e-37,0.021878646441073513
2918,sp|P0AD57|ISPB_ECOLI,0,P44916,0.0,0.944,1033.0,1.935e-310,0.15067094515752624
2919,VFG045540,1,VFG036086,1.0,0.66,81.0,5.705e-16,0.011814469078179696
2920,sp|P70881|UPP_BACCL,0,P0A8F0,0.0,0.922,728.0,1.703e-219,0.10618436406067679
2921,gi|799340789|ref|XP_012052174.1|,1,P32599,0.0,0.889,1749.0,0.0,0.25510501750291714
2922,VFG042217,1,VFG000529,1.0,0.756,575.0,4.960000000000001e-165,0.0838681446907818
2923,sp|K0E689|HTYC_ASPRU,0,S3DB74,0.0,0.868,1164.0,0.0,0.16977829638273045
2924,VFG042443,1,VFG042452,1.0,0.926,2805.0,0.0,0.40913068844807465
2925,VFG042924,1,VFG042864,1.0,0.656,299.0,5.678e-82,0.043611435239206534
2926,VFG030402,1,VFG030387,1.0,0.962,1888.0,0.0,0.27537922987164526
2927,sp|Q16BC9|DCTP_ROSDO,0,P44542,0.0,0.938,1114.0,0.0,0.16248541423570595
2928,sp|A2QBE8|AUNB_ASPNC,0,A0A1W5T1Y6,0.0,0.717,1027.0,2.4280000000000004e-301,0.14979579929988332
2929,sp|P11804|GSHR_SPISP,0,A0A0K2JL70,0.0,0.738,105.0,6.226e-24,0.015315052508751459
2930,sp|P02930|TOLC_ECOLI,0,VFG044140,1.0,0.918,1399.0,0.0,0.2040548424737456
2931,VFG014180,1,VFG019796,1.0,0.925,671.0,5.059e-197,0.09787047841306884
2932,sp|P15339|DKGB_CORSS,0,P9WQA5,0.0,0.956,1005.0,1.714e-307,0.14658693115519253
2933,sp|I6YG32|RIMI_MYCTU,0,P16426,0.0,0.884,501.0,1.917e-147,0.07307467911318553
2934,gi|451485|gb|AAA21529.1|,1,YP_001005833.1,1.0,0.885,1380.0,0.0,0.2012835472578763
2935,sp|O05390|CSBX_BACSU,0,VFG009650,1.0,0.747,988.0,1.455e-289,0.1441073512252042
2936,VFG014002,1,VFG014001,1.0,0.901,1657.0,0.0,0.24168611435239207
2937,VFG013252,1,VFG013149,1.0,0.939,1998.0,0.0,0.29142357059509916
2938,sp|A0A0S2E7Z1|INVA1_PAXIN,0,A0A0S2E7V8,0.0,0.941,3194.0,0.0,0.46586931155192535
2939,sp|P17525|MCAPS_PLRV1,0,P09514,0.0,0.59,789.0,1.795e-228,0.11508168028004667
2940,gi|89255850|ref|YP_513212.1|,1,P9WPK3,0.0,0.69,195.0,3.546e-50,0.028442240373395565
2941,VFG004457,1,VFG004458,1.0,0.942,780.0,2.166e-234,0.11376896149358226
2942,sp|P40463|VHS2_YEAST,0,P38903,0.0,0.609,137.0,2.707e-32,0.01998249708284714
2943,sp|Q5LUF3|PCCA_RUEPO,0,P9WPQ3,0.0,0.828,1917.0,0.0,0.2796091015169195
2944,sp|Q9RKB5|BVMO2_STRCO,0,Q9I3H5,0.0,0.826,1399.0,0.0,0.2040548424737456
2945,sp|O51247|RL31B_BORBU,0,Q6NBB0,0.0,0.593,82.0,1.135e-16,0.011960326721120186
2946,sp|P0AD01|DCUR_ECOLI,0,NP_459618.1,1.0,0.96,771.0,2.222e-230,0.11245624270711785
2947,sp|P33074|SDHB_PEPAS,0,P00894,0.0,0.835,228.0,3.089e-60,0.03325554259043174
2948,VFG038044,1,VFG038062,1.0,0.655,510.0,2.7419999999999997e-145,0.07438739789964995
2949,sp|Q83AF7|ATPA_COXBU,0,YP_001054337.1,1.0,0.896,1548.0,0.0,0.22578763127187865
2950,VFG041786,1,VFG041691,1.0,0.777,640.0,2.625e-185,0.09334889148191365
2951,sp|P42327|ADH2_GEOSE,0,P39451,0.0,0.958,1255.0,0.0,0.18305134189031505
2952,sp|P28612|MOTB_BACSU,0,VFG043437,1.0,0.846,676.0,8.110000000000001e-197,0.0985997666277713
2953,VFG002564,1,VFG026242,1.0,0.828,742.0,1.888e-218,0.10822637106184364
2954,VFG000383,1,VFG038341,1.0,0.712,278.0,8.647000000000001e-76,0.04054842473745624
2955,gi|68481400|ref|XP_715339.1|,1,P16272,0.0,0.611,806.0,2.191e-233,0.117561260210035
2956,VFG041944,1,VFG041768,1.0,0.82,243.0,1.786e-65,0.03544340723453909
2957,VFG005390,1,VFG005391,1.0,0.831,3648.0,0.0,0.5320886814469078
2958,VFG004191,1,VFG004190,1.0,0.732,380.0,5.814999999999999e-107,0.05542590431738623
2959,sp|Q02115|TAGU_BACSU,0,VFG016408,1.0,0.895,929.0,5.864e-277,0.1355017502917153
2960,sp|P9WJS5|MNMA_MYCTU,0,Q97T38,0.0,0.792,985.0,1.2560000000000001e-290,0.14366977829638272
2961,sp|B5F9P4|MURA_ALIFM,0,P45025,0.0,0.915,1426.0,0.0,0.20799299883313885
2962,sp|P41929|LYC1_YARLI,0,P53265,0.0,0.668,689.0,4.544e-199,0.10049591598599766
2963,sp|Q7A679|POTA_STAAN,0,NP_344781.1,1.0,0.918,1167.0,0.0,0.17021586931155192
