,id,label
8839,VFG015934,1
5362,sp|Q6N4U2|RL29_RHOPA,0
12843,sp|P38300|MBA1_YEAST,0
6656,VFG022873,1
6703,VFG023114,1
14338,fig|83332.12.peg.2210|Rv1980c|VBIMycTub87468_2210|,1
6372,sp|Q4WNS8|ECM33_ASPFU,0
10130,VFG004625,1
3798,sp|Q83BS0|NUSA_COXBU,0
13180,gi|15901609|ref|NP_346213.1|,1
5055,sp|P81874|CH60_ACICA,0
13941,sp|P19211|IF5A2_YEAST,0
11532,sp|P54953|YXEN_BACSU,0
8910,sp|Q9I3H5|BVMO_PSEAE,0
12139,gi|16802362|ref|NP_463847.1|,1
890,VFG043894,1
6224,VFG010086,1
4572,sp|Q1K7P9|RM34_NEUCR,0
12129,sp|P35097|LHB4_RHOAC,0
5722,sp|D7GDZ9|PIMA_PROFC,0
13591,sp|P0AEF8|DPPB_ECOLI,0
9815,sp|Q99297|ODC2_YEAST,0
2275,VFG016901,1
3328,sp|Q9WYP4|IOLN_THEMA,0
1216,sp|Q03790|NUP53_YEAST,0
1188,sp|O07085|CZCO_BACSU,0
6135,sp|P27800|ALDX_SPOSA,0
1802,VFG041119,1
4271,VFG047183,1
10324,sp|P9WIL1|PANE_MYCTU,0
9928,VFG044148,1
1091,sp|Q8G2M6|BEPE_BRUSU,0
1362,VFG011218,1
11649,VFG003565,1
9773,sp|P41806|VMA21_YEAST,0
7197,sp|Q9UTL6|JAC1_SCHPO,0
11822,VFG043223,1
11673,VFG013662,1
13442,sp|Q82S91|SMBP_NITEU,0
1340,sp|P51833|RNC_BACSU,0
1429,VFG011380,1
6175,sp|P0DW32|ARRB_CHRAT,0
13790,sp|Q03956|RAV2_YEAST,0
9626,sp|P36164|TVP38_YEAST,0
5544,sp|P77156|YDCU_ECOLI,0
8638,sp|P53394|SULX_YEAST,0
11745,VFG023600,1
11734,sp|P08638|LEUR_YEAST,0
11186,VFG007695,1
4292,sp|A5A614|YCIZ_ECOLI,0
2939,sp|P9WEP1|AP450_ASPUT,0
5602,sp|Q12495|RLF2_YEAST,0
538,VFG038897,1
4710,sp|P38993|FET3_YEAST,0
9852,VFG041102,1
4683,VFG006531,1
1432,VFG011385,1
11422,VFG042645,1
10781,VFG006872,1
2574,sp|Q81TL8|TRPB_BACAN,0
9822,sp|Q04053|SNX41_YEAST,0
7322,sp|Q56775|GUMI_XANCE,0
5137,VFG002000,1
7171,sp|Q02ML8|CAS3_PSEAB,0
7376,VFG016494,1
3243,VFG041191,1
19,VFG037417,1
4165,sp|Q01722|GCR2_YEAST,0
7914,VFG000123,1
5313,VFG041296,1
2284,VFG016955,1
2540,sp|P46992|TOH1_YEAST,0
13652,sp|P33418|XPOT_YEAST,0
2900,sp|P9WH33|RS5_MYCTU,0
1384,sp|Q8SQS5|PSA6_ENCCU,0
1226,sp|P34038|KPYK_LACDE,0
5806,VFG001396,1
3882,sp|Q54764|ALDEC_SYNE7,0
13214,sp|P60392|RSMH_STAAN,0
11146,VFG007633,1
12507,sp|P9WJJ3|NADE_MYCTU,0
10512,VFG005842,1
3955,sp|Q5BEJ6|AFOE_EMENI,0
13192,sp|Q88RA3|TAUD_PSEPK,0
3308,sp|P9WHI1|RECX_MYCTU,0
3405,VFG041477,1
9734,sp|P9WKR3|Y877_MYCTU,0
2543,sp|B7X2B6|METXS_COMTK,0
653,sp|O34598|GUAD_BACSU,0
4773,VFG041419,1
5086,VFG001841,1
11087,sp|P39371|NANM_ECOLI,0
1490,VFG011519,1
14021,sp|P10641|OPP12_HAEIF,0
891,VFG043895,1
8840,sp|T2KNA3|PLH10_FORAG,0
13489,gi|25011571|ref|NP_735966.1|,1
13669,sp|Q0TTH1|ANSME_CLOP1,0
5698,sp|Q9I4K6|FOSA_PSEAE,0
13828,gi|51557548|ref|YP_068382.1|,1
6543,VFG022219,1
10377,sp|P9WFZ1|TRMI_MYCTU,0
5070,VFG049302,1
7877,VFG042629,1
6504,VFG022124,1
3258,VFG041589,1
11611,VFG003498,1
2842,sp|P82954|AHPC_ACICA,0
3779,sp|P40958|MAD2_YEAST,0
13136,gi|15900566|ref|NP_345170.1|,1
3937,sp|A6TBJ8|THIM_KLEP7,0
11678,VFG017844,1
611,sp|Q80HV2|VITF3_VACCW,0
902,VFG043909,1
2512,sp|P40310|TOK1_YEAST,0
4126,VFG044165,1
6955,sp|Q46829|BGLA_ECOLI,0
6865,sp|Q82MH6|NFI_STRAW,0
13729,sp|O69787|BETC_RHIME,0
13196,sp|A0A0H4TXY1|TET55_UNKP,0
1163,sp|P9WLP5|Y1993_MYCTU,0
8703,VFG015468,1
136,sp|Q04895|DAL4_YEAST,0
4183,VFG046311,1
14104,gi|799335909|ref|XP_012051101.1|,1
649,sp|Q2U8Y3|AA13_ASPOR,0
8559,sp|Q9X0I6|RNC_THEMA,0
6453,sp|O34559|URHG2_BACSU,0
1469,sp|P9WPP3|CP124_MYCTU,0
3813,VFG036043,1
3968,VFG042540,1
10102,VFG004491,1
4513,VFG013368,1
5723,sp|P0A7R9|RS11_ECOLI,0
12570,sp|P0AFR4|YCIO_ECOLI,0
2855,sp|O69670|EGTC_MYCTU,0
4412,VFG013162,1
6095,sp|P53153|LCL3_YEAST,0
13198,sp|P0A6W3|MRAY_ECOLI,0
9256,sp|P07004|PROA_ECOLI,0
4762,sp|P32496|RPN12_YEAST,0
1305,sp|Q9ZEP4|CSEB_STRCO,0
3406,sp|P30776|RAD21_SCHPO,0
1105,VFG016758,1
8809,VFG015896,1
4904,VFG048852,1
12934,sp|Q0PBB6|COAX_CAMJE,0
5326,sp|P76503|FADI_ECOLI,0
2239,VFG002129,1
2798,VFG042842,1
6115,sp|Q6D0W8|CSY1_PECAS,0
6817,sp|O94598|SEC5_SCHPO,0
6093,sp|P37063|POXB_LACPL,0
2698,sp|A0A5Q0QU70|AGR3_CYCAE,0
13823,sp|Q45288|EFP_CORGL,0
9225,VFG044449,1
11407,VFG041960,1
12460,sp|P77967|CRYD_SYNY3,0
7923,sp|Q9X9Q7|NSAD_SPHXE,0
4219,sp|Q72C59|GCSPA_DESVH,0
3305,sp|Q06346|KEI1_YEAST,0
7072,sp|P15179|SYDM_YEAST,0
12830,gi|16764001|ref|NP_459616.1|,1
742,VFG016291,1
1134,sp|P0ADR0|YQAA_ECOLI,0
1299,VFG010938,1
4023,VFG042758,1
8142,sp|P81451|ATP19_YEAST,0
11834,VFG043235,1
9056,VFG040873,1
7001,VFG029504,1
3592,VFG018191,1
9730,sp|P38144|ISW1_YEAST,0
2855,VFG044001,1
2272,sp|P71635|CSM6_MYCTU,0
402,sp|O34138|VLMR_STRVF,0
2793,sp|Q9K1H0|BAMA_NEIMB,0
5118,sp|P15180|SYKC_YEAST,0
11927,sp|P0C093|SLMA_ECOLI,0
8603,sp|A0QWG5|ACYLT_MYCS2,0
7459,VFG016618,1
4324,VFG047964,1
5371,sp|P0A8C8|YIDD_ECOLI,0
12431,sp|Q9PMD9|COAE_CAMJE,0
1228,VFG000009,1
12103,gi|89255926|ref|YP_513288.1|,1
11242,VFG043145,1
9674,VFG000557,1
1259,VFG000041,1
11948,gi|15607307|ref|NP_214680.1|,1
8995,VFG019784,1
5422,VFG045323,1
1451,sp|P64530|RCNR_ECOLI,0
11615,VFG003513,1
5780,VFG042379,1
13838,gi|16767593|ref|NP_463208.1|,1
5091,VFG001846,1
2011,sp|P53584|YTP1_YEAST,0
3530,VFG000946,1
14238,sp|P21175|BRAC_PSEAE,0
13869,sp|P36093|PHD1_YEAST,0
56,sp|P83784|HSP77_CANAL,0
11510,sp|Q6GHJ5|TRMD_STAAR,0
13145,sp|Q5UNW7|YL720_MIMIV,0
14242,sp|O74763|YBE8_SCHPO,0
9636,sp|Q8DJ43|PSBH_THEVB,0
12511,gi|17988502|ref|NP_541135.1|,1
10352,VFG005161,1
3564,VFG042567,1
12706,gi|170682489|ref|YP_001743319.1|,1
554,sp|Q6Q560|ISD11_YEAST,0
6935,sp|P13650|DHGB_ACICA,0
818,sp|P32786|RRN6_YEAST,0
487,sp|Q8DH84|PSBP_THEVB,0
7919,sp|Q3J1R2|TAKP_CERS4,0
9002,sp|E1VBK1|TEAA_HALED,0
2791,sp|I1RF58|PKS12_GIBZE,0
8263,sp|B8MYL0|VELB_ASPFN,0
2171,VFG017977,1
4856,sp|Q04002|SCC2_YEAST,0
10021,sp|Q46444|QHED_COMTE,0
7493,sp|P36115|IRS4_YEAST,0
5288,VFG041271,1
2075,sp|P36036|YRA2_YEAST,0
14270,fig|595496.3.peg.921|BWG_0839|VBIEscCol60876_0921|,1
4890,sp|Q97GC0|FPRA2_CLOAB,0
4516,sp|P45532|TUSD_ECOLI,0
3158,sp|P18869|LEU3_SCHPO,0
6043,sp|A3LZU7|RM1DH_PICST,0
6054,VFG009213,1
11299,sp|O43040|CTF1_SCHPO,0
4427,sp|Q04638|ITT1_YEAST,0
6159,VFG009833,1
7703,VFG043916,1
270,sp|P45622|HEM2_BRADU,0
4505,VFG013350,1
12814,sp|Q09877|SIF3_SCHPO,0
8608,sp|P37334|BPHE_PARXL,0
10126,VFG004615,1
371,sp|P56263|RUBR_HELMO,0
3281,sp|O14010|MED22_SCHPO,0
2049,VFG011795,1
12707,sp|Q0CRP8|AZPA5_ASPTN,0
10938,VFG007177,1
5913,VFG007999,1
3519,VFG000925,1
11072,sp|P35179|SC61G_YEAST,0
4417,VFG013167,1
6210,VFG010053,1
3048,VFG039345,1
1009,sp|Q2G203|SPXH_STAA8,0
13218,gi|15900914|ref|NP_345518.1|,1
1180,sp|P16184|DYR_PNECA,0
12576,sp|O34310|PLYC_BACSU,0
2794,sp|P19810|NCAP_EAVBU,0
7745,VFG040907,1
1247,VFG000029,1
2152,VFG017751,1
2428,VFG050241,1
10718,sp|P74258|GGPS_SYNY3,0
7031,VFG029631,1
9583,VFG000424,1
11685,sp|P75543|RS6_MYCPN,0
6394,sp|G0REX7|ILIB_HYPJQ,0
13557,sp|P50933|LDH_DEIRA,0
12409,sp|P08465|MET2_YEAST,0
10638,sp|P08017|AMYG_SACFI,0
6669,VFG022949,1
9613,VFG000465,1
5459,VFG045506,1
3465,sp|O94339|MUG96_SCHPO,0
12275,gi|22127826|ref|NP_671249.1|,1
4532,sp|G0RY74|DAD3_CHATD,0
9957,VFG000995,1
5900,sp|P31329|PYR2_NOSS1,0
10802,VFG006922,1
6778,VFG023484,1
6181,VFG009952,1
13718,sp|M2UJ60|TPCC_COCH5,0
2460,sp|P38255|RXT2_YEAST,0
4679,sp|Q04049|POLH_YEAST,0
603,VFG041058,1
9318,VFG051916,1
12864,gi|16765205|ref|NP_460820.1|,1
5912,sp|P39641|BACD_BACSU,0
221,sp|P0AG30|RHO_ECOLI,0
13246,sp|P38165|RTG3_YEAST,0
11545,sp|O93798|RS21_NEUCR,0
13398,sp|P9WP07|Y2637_MYCTU,0
1330,sp|A0A3A6NE59|SQWK_ACHSX,0
14051,sp|P09124|G3P1_BACSU,0
4905,VFG048853,1
6480,VFG022045,1
7961,VFG000175,1
13409,gi|15600048|ref|NP_253542.1|,1
13492,sp|K0DZ91|ECDJ_ASPRU,0
11982,gi|15610696|ref|NP_218077.1|,1
2955,VFG021784,1
4035,sp|P28614|ACOR_CUPNH,0
14369,fig|83332.12.peg.3359|Rv3010c|VBIMycTub87468_3359|,1
4733,VFG006664,1
9357,sp|O67648|LPXC_AQUAE,0
459,VFG038740,1
5867,sp|P47134|BIR1_YEAST,0
9796,sp|P36169|SKG1_YEAST,0
3200,sp|P01115|RASH_MSVHA,0
5185,sp|Q3J4D7|MCM_CERS4,0
4129,sp|P63907|ADD_MYCTU,0
11625,sp|A0A1B2CTB8|PENJ_PENTH,0
11061,sp|P03225|BDLF2_EBVB9,0
9182,sp|Q9WZJ0|QUEH_THEMA,0
7304,sp|P0A424|PSAE_SYNEL,0
2917,sp|P9WGN7|SECE_MYCTU,0
4813,VFG040959,1
7818,sp|Q02147|HISZ_LACLA,0
6556,sp|A9Q0M7|UBAA_STRUB,0
7033,sp|M1VB40|FDHS_GLUJA,0
13134,sp|Q01369|GBLP_NEUCR,0
4027,sp|Q9WZK0|COAD_THEMA,0
10399,VFG005291,1
8191,sp|P32377|MVD1_YEAST,0
3821,sp|P0DW58|TAD1_CLOBO,0
8068,sp|P9WFT1|SYY_MYCTU,0
178,sp|Q9K9G5|THIY_HALH5,0
3408,sp|Q10180|MU113_SCHPO,0
7362,sp|O06834|STYA_PSEFL,0
6815,sp|G3J454|CM3D_CORMM,0
13824,sp|Q8EB92|APAG_SHEON,0
4602,VFG043473,1
1051,sp|P0DSF0|YMID_ECOLI,0
9481,sp|P16151|ERD1_YEAST,0
3881,sp|Q52078|FDM_PSEPU,0
7710,VFG042227,1
12688,gi|15801782|ref|NP_287800.1|,1
7976,VFG000193,1
2537,VFG051445,1
10733,VFG000088,1
13832,sp|Q8DTN6|NRNA_STRMU,0
6214,VFG010074,1
5825,sp|P25515|VATL1_YEAST,0
3901,sp|O74976|FAT2_SCHPO,0
1140,sp|P45323|MODA_HAEIN,0
1650,sp|P60757|HIS1_ECOLI,0
14032,gi|799343669|ref|XP_012052816.1|,1
303,VFG038359,1
181,sp|P46130|YBHC_ECOLI,0
7661,sp|O74319|TAF73_SCHPO,0
1195,sp|P80604|OM24_PASMU,0
5003,VFG049032,1
886,VFG043890,1
13690,sp|P31551|CAID_ECOLI,0
4216,VFG046688,1
6706,VFG023118,1
10543,sp|P18259|VP7_BTV1S,0
3543,VFG001438,1
376,VFG038508,1
4700,VFG006575,1
8272,VFG014206,1
7165,sp|P0A8X2|YCEI_ECOLI,0
11948,sp|P60844|AQPZ_ECOLI,0
7676,sp|Q9X0I0|PUR8_THEMA,0
8004,VFG001209,1
8946,VFG016166,1
6046,sp|Q5XAE6|BCCP_STRP6,0
7433,VFG016587,1
7921,sp|P69874|POTA_ECOLI,0
4716,VFG006616,1
1760,VFG026281,1
1008,sp|Q56320|TRPF_THEMA,0
5614,VFG045762,1
14130,fig|169963.11.peg.140|lmo0137|VBILisMon69206_0140|,1
8327,VFG014328,1
75,sp|A9X6P9|ACOCT_ACEAC,0
11751,VFG023612,1
11996,gi|57116956|ref|NP_216722.2|,1
11060,sp|Q5AZ32|PKBA_EMENI,0
11401,sp|Q09822|CDC15_SCHPO,0
11470,VFG000380,1
11758,VFG023778,1
13941,gi|157876111|ref|XP_001686416.1|,1
12257,sp|A0R6D0|NFNB_MYCS2,0
6041,sp|P00380|DYR_ENTFC,0
7950,VFG000164,1
8956,sp|W7N2C1|FUB8_GIBM7,0
7505,sp|P80668|FEAB_ECOLI,0
12124,sp|Q9X0M7|MCP2_THEMA,0
934,sp|P9WL29|DPRA_MYCTU,0
5744,sp|P83536|UP06_FRUSA,0
11756,sp|P12013|6PGDH_BACSU,0
7594,sp|B4RL16|RPIA_NEIG2,0
601,VFG041056,1
2461,VFG051289,1
6490,VFG022089,1
3105,sp|P0CB76|RECR_STRPN,0
11030,sp|O43044|NU120_SCHPO,0
4102,sp|P85229|VPN5_BPPHE,0
6158,sp|Q8ZLI9|BIOH_SALTY,0
10928,VFG007167,1
6922,sp|Q45493|RNJ1_BACSU,0
9264,sp|P0A8W5|YQGE_ECOLI,0
4060,sp|P45527|UBIU_ECOLI,0
4096,VFG043681,1
605,VFG041060,1
128,sp|O13437|FDH_CANBO,0
5358,sp|Q92244|XYN3_PYRGI,0
5258,VFG041241,1
5138,sp|Q05776|UPS1_YEAST,0
9045,VFG020071,1
7183,VFG030754,1
14215,sp|P12986|ATPB_VIBAL,0
8836,sp|P0AC38|ASPA_ECOLI,0
6468,sp|P25343|RV161_YEAST,0
352,VFG038475,1
8715,VFG015515,1
547,VFG038917,1
7255,VFG031519,1
11095,sp|Q81X75|PGK_BACAN,0
2186,VFG018001,1
11870,gi|84060897|ref|YP_444107.1|,1
4067,sp|Q9C108|YKT1_SCHPO,0
1692,VFG002532,1
1823,VFG041157,1
10562,sp|P9WGB1|COBM_MYCTU,0
6354,sp|A0A2Z5XAK4|PHM4_PYRSX,0
4969,VFG048928,1
8541,sp|O74533|QCR7_SCHPO,0
8789,sp|Q12442|IZH2_YEAST,0
3782,VFG035917,1
5737,VFG044423,1
10694,VFG043461,1
1782,sp|P9WGT7|PSTS3_MYCTU,0
13835,gi|16767324|ref|NP_462939.1|,1
10258,VFG044269,1
8120,VFG013866,1
5899,VFG007951,1
12943,sp|Q8KBK9|BCHQ_CHLTE,0
2123,sp|P09155|RND_ECOLI,0
11808,sp|Q9UT49|CID13_SCHPO,0
12392,gi|23501795|ref|NP_697922.1|,1
13741,gi|6320814|ref|NP_010893.1|,1
4456,sp|P39719|FLC2_YEAST,0
1423,VFG011365,1
9282,VFG051600,1
9148,VFG044085,1
10571,VFG005964,1
10973,sp|O85044|CSS4B_HALNC,0
10427,sp|C0HM52|RLIG_BPTS2,0
5287,VFG041270,1
11866,VFG049461,1
4947,sp|A0A2W0EVE0|CAPLA_PSEJE,0
13316,sp|Q2W8J4|MMS5_MAGSA,0
13455,gi|15926655|ref|NP_374188.1|,1
10416,VFG005320,1
12834,gi|16764171|ref|NP_459786.1|,1
484,VFG038802,1
13085,sp|Q04119|PPN1_YEAST,0
5996,sp|P9WJA9|GARA_MYCTU,0
8667,VFG015357,1
7955,sp|A0A075TR41|PATJ_PENEN,0
2676,VFG041551,1
176,sp|Q06893|VANB_ENTFA,0
3341,sp|P9WK05|MIAB_MYCTU,0
5012,sp|Q9P4D1|ACT_KOMPG,0
9350,VFG051986,1
8370,VFG014471,1
4781,VFG043369,1
2940,sp|P07702|LYS2_YEAST,0
2202,VFG018063,1
14226,fig|262316.17.peg.3973|MAP3733c|VBIMycAvi108102_3973|,1
14045,sp|P9WNY5|MMSB_MYCTU,0
3516,sp|Q8DIQ1|PSBB_THEVB,0
13211,gi|15900856|ref|NP_345460.1|,1
5865,VFG007845,1
2129,sp|P54464|YQEY_BACSU,0
8493,sp|P45686|RBS_HALNC,0
10845,sp|O13928|RHO3_SCHPO,0
5166,VFG002107,1
8225,VFG014120,1
470,sp|Q7A6H4|ADDA_STAAN,0
12435,sp|P40546|FAF1_YEAST,0
4915,sp|Q04585|YDR09_YEAST,0
13283,sp|O13672|RL8_SCHPO,0
5202,VFG010647,1
7447,VFG016604,1
11110,sp|P18843|NADE_ECOLI,0
5546,sp|Q9WYC9|PROA_THEMA,0
7838,sp|O43114|ORC5_SCHPO,0
3787,VFG035930,1
917,VFG043932,1
1723,VFG026126,1
10841,VFG006983,1
10555,VFG005941,1
2888,VFG013675,1
6920,sp|P78958|G3P1_SCHPO,0
6382,sp|Q51485|PORB_PSEAE,0
1246,VFG000028,1
8672,VFG015376,1
7844,sp|P95609|CATC_RHOOP,0
9564,sp|P32669|FSAB_ECOLI,0
1278,sp|Q5SKW7|GCSPB_THET8,0
8866,sp|Q46863|YGIS_ECOLI,0
10185,VFG004970,1
9172,VFG044155,1
870,sp|P47547|DNAK_MYCGE,0
13321,gi|123442380|ref|YP_001006359.1|,1
2179,VFG017987,1
14184,sp|P06786|TOP2_YEAST,0
8859,sp|Q04052|ARO80_YEAST,0
1599,sp|P21469|RS7_BACSU,0
2522,sp|P22073|BGLA_PAEPO,0
11735,VFG023581,1
7879,VFG044280,1
7118,VFG030109,1
4657,VFG006375,1
8235,sp|Q9AJU1|ELMM2_STROV,0
250,VFG038266,1
3893,VFG042402,1
7503,sp|Q50LF1|TSOXD_CORS9,0
1227,VFG000008,1
549,sp|D4B1N9|LIP3_ARTBC,0
10497,sp|Q82WA8|AAPAT_NITEU,0
8724,sp|Q500U1|NITR_PSEU2,0
6372,VFG010406,1
9190,sp|P46984|GON7_YEAST,0
6419,VFG021807,1
11182,sp|P32137|YIHP_ECOLI,0
7420,VFG016571,1
11849,sp|P0ABR1|DINI_ECOLI,0
924,VFG043942,1
5716,sp|Q9USJ1|THTM_SCHPO,0
7611,sp|Q836B3|Y1202_ENTFA,0
7977,sp|P9WLM9|Y2008_MYCTU,0
6263,VFG010153,1
5436,VFG045483,1
1169,VFG018725,1
7932,sp|P46898|RL6_BACSU,0
1001,VFG050027,1
6936,VFG027929,1
7091,VFG029963,1
3572,VFG012460,1
3091,sp|Q7WY65|SSPM_BACSU,0
3921,VFG042469,1
11929,gi|15608698|ref|NP_216076.1|,1
13042,sp|P40351|ALG8_YEAST,0
9498,VFG040266,1
4825,VFG040971,1
11405,VFG041958,1
8622,sp|P0A759|NAGB_ECOLI,0
2739,VFG002283,1
556,VFG042283,1
14143,fig|169963.11.peg.1568|lmo1527|VBILisMon69206_1568|,1
4916,sp|D9XF47|PHSC_STRVT,0
10069,sp|W6VBF4|MDDA_PSESZ,0
9671,sp|P54389|YPIA_BACSU,0
6681,sp|Q04608|YD124_YEAST,0
12433,sp|A0A0G0AID6|THNA_TRIHA,0
13391,sp|Q7PC63|ACPK_BACSU,0
10115,sp|P9WMF7|Y377_MYCTU,0
3901,VFG042439,1
9740,VFG004311,1
1902,VFG044318,1
7334,sp|P81349|UN04_CLOPA,0
11897,sp|Q5SK58|PILC_THET8,0
10769,VFG002089,1
6350,sp|A0A2U3D0N8|CS12F_SULT2,0
9055,VFG040872,1
1269,sp|P54874|ERG13_SCHPO,0
1526,sp|P75745|PXPC_ECOLI,0
9578,sp|Q83DJ3|TIG_COXBU,0
9833,VFG021415,1
9119,VFG042745,1
10130,sp|Q2RFX9|ATPB_MOOTA,0
1975,sp|P0A8S1|ARGP_ECOLI,0
8108,sp|Q45697|PUCL_BACSB,0
9559,sp|P20533|CHIA1_NIACI,0
4868,sp|A0A385DV73|RING3_BPCA1,0
2664,VFG041539,1
9645,VFG000518,1
12004,gi|15609209|ref|NP_216588.1|,1
12428,gi|23503030|ref|NP_699157.1|,1
10911,VFG007149,1
6971,VFG029184,1
13672,gi|50287867|ref|XP_446363.1|,1
12399,sp|Q8FJ36|EFEU_ECOL6,0
2802,sp|Q5XCT5|Y643_STRP6,0
319,VFG038387,1
1918,sp|P77389|YDHP_ECOLI,0
8665,sp|P35518|LCNB_LACLC,0
7469,sp|O74304|WIN1_SCHPO,0
5877,VFG007885,1
12922,sp|Q9HWF0|RL6_PSEAE,0
228,sp|P66817|DIAA_ECOLI,0
11069,VFG007444,1
11603,VFG003402,1
9786,VFG018368,1
12453,sp|P14681|KSS1_YEAST,0
14214,sp|Q12754|RRP12_YEAST,0
6022,sp|A0A5N6V3W5|LP9C_ASPTM,0
3895,VFG042428,1
2273,VFG016896,1
102,sp|Q5SLQ0|RS18_THET8,0
5233,VFG010851,1
13235,sp|P36526|RM27_YEAST,0
6819,VFG024375,1
13944,gi|323650767|gb|ADX97439.1|,1
9232,sp|O06926|MADC_MALRU,0
11956,gi|15608424|ref|NP_215800.1|,1
13453,sp|Q9Y7T4|ATG1_SCHPO,0
706,VFG045413,1
3272,sp|A0R3D3|PTH_MYCS2,0
2197,sp|P04963|PRXC_LEPFU,0
5634,sp|Q0KBP1|BKTB_CUPNH,0
12148,sp|P9WMJ5|BLAI_MYCTU,0
1352,sp|P39101|CAJ1_YEAST,0
11195,sp|Q8DLP4|ATPD_THEVB,0
6127,sp|Q10308|MUG43_SCHPO,0
142,sp|A0QU35|NUOB_MYCS2,0
5290,VFG041273,1
5316,sp|P23744|SODF_METJ,0
1441,VFG044111,1
3098,VFG039550,1
10129,VFG004623,1
9187,VFG044232,1
6571,sp|Q6CJM4|RAD5_KLULA,0
7174,sp|B0VHH0|KCE_CLOAI,0
10851,sp|P17383|VE2_HPV31,0
12200,sp|P9WMN1|HIS1_MYCTU,0
5393,VFG043363,1
11552,sp|P00141|C556_AGRTA,0
607,VFG041062,1
344,VFG038447,1
12340,sp|Q9I6F6|HIS9_PSEAE,0
5218,sp|Q12326|PMG3_YEAST,0
814,VFG043410,1
7986,sp|F8C4X8|UGA4E_THEGP,0
7975,sp|Q14JW6|MSBA_FRAT1,0
12064,sp|P26370|UGA3_YEAST,0
6857,VFG024769,1
9406,VFG041995,1
3497,sp|Q10414|MU161_SCHPO,0
5864,VFG007843,1
243,VFG043001,1
2853,sp|O94376|MED21_SCHPO,0
6947,sp|P38959|VPS41_YEAST,0
6160,VFG009845,1
2031,sp|P52822|RL5A_SCHPO,0
12918,sp|P0AA76|DGOT_ECOLI,0
11958,gi|15607188|ref|NP_214560.1|,1
4246,sp|D9J041|MERA_LYSSH,0
9536,sp|Q8SSM8|ALF_ENCCU,0
422,VFG038614,1
5787,sp|P06986|HIS8_ECOLI,0
6973,sp|P23044|GUN_ROBSP,0
9726,VFG004263,1
2971,sp|P9WGX1|RSME_MYCTU,0
12703,sp|O85465|GUN5_SALAG,0
5298,VFG041281,1
9952,sp|P80564|PGTS_PELAC,0
4279,sp|P0A799|PGK_ECOLI,0
4523,sp|P58555|RCA_NOSS1,0
5737,sp|Q7CRB1|ATPA_STRR6,0
7207,sp|P82612|PMGY_CANAL,0
4411,sp|Q8X176|PHOA_ASPFU,0
553,sp|C7S340|CABC2_PROVU,0
8885,VFG016014,1
1497,VFG011596,1
7478,sp|Q9UTQ7|ARP9_SCHPO,0
3727,sp|P60357|Y1503_LISMO,0
159,VFG038191,1
2364,sp|P9WHS9|DAPE_MYCTU,0
10311,VFG001340,1
3073,VFG039447,1
14299,sp|Q7V6D4|ALDEC_PROMM,0
3922,sp|P30771|RENT1_YEAST,0
5159,VFG002100,1
1659,sp|P0AFJ5|PHOB_ECOLI,0
3388,sp|P56289|IF5A1_SCHPO,0
2778,sp|P05404|TFDD1_CUPPJ,0
10935,VFG007174,1
13072,sp|O94719|MUG4_SCHPO,0
12988,sp|P18961|YPK2_YEAST,0
5882,sp|Q8NJJ1|MTLD_ASPNG,0
1209,VFG052308,1
8047,VFG001266,1
9019,sp|P77579|PTFC1_ECOLI,0
8381,sp|P10485|T1S1_ECOLX,0
13137,gi|15900587|ref|NP_345191.1|,1
6361,VFG010385,1
11928,gi|57116887|ref|YP_177822.1|,1
2655,VFG041526,1
13551,gi|155675820|gb|ABU25220.1|,1
2045,sp|P29090|BGL3_ASPWE,0
12298,gi|218562960|ref|YP_002344739.1|,1
6013,VFG008854,1
1010,sp|D5AQY8|NIKMN_RHOCB,0
5217,sp|P04383|CAPSD_CARMV,0
2077,sp|Q8DMR6|NU2C_THEVB,0
6792,sp|P00650|RNST_SACER,0
5871,VFG007871,1
7671,sp|Q9C1B8|TRI7_FUSSP,0
8354,VFG014394,1
123,VFG037999,1
10871,sp|P0CB78|PYRE_STRPN,0
7716,VFG042237,1
10648,sp|Q97SE7|GATB_STRPN,0
12831,sp|Q9I189|OPMQ_PSEAE,0
4702,VFG006580,1
993,VFG049997,1
1567,VFG024877,1
7065,VFG029783,1
6603,sp|Q9HTM2|KGUA_PSEAE,0
14347,fig|83332.12.peg.2452|Rv2200c|VBIMycTub87468_2452|,1
13962,gi|67476172|ref|XP_653689.1|,1
985,sp|A6WW16|4HPE1_BRUA4,0
1803,VFG041120,1
7389,VFG016515,1
7061,sp|L0DSL2|NIR_THIND,0
10949,sp|P9WPY9|ARGR_MYCTU,0
10753,sp|P32427|PCAB_PSEPU,0
6861,VFG024785,1
49,sp|P60876|Y2420_STAAN,0
33,VFG037568,1
1846,sp|Q02198|MORA_PSEPU,0
8033,sp|G3XCZ8|PIGA_PSEAE,0
2359,VFG044463,1
7310,sp|O13799|YE02_SCHPO,0
7925,sp|A1WUH0|DODEC_HALHL,0
9270,sp|P46973|HIT1_YEAST,0
8862,sp|P9WFC7|UVRB_MYCTU,0
12748,sp|Q5P603|IAAB_AROAE,0
11474,sp|S0EA85|GA6_GIBF5,0
12876,gi|16765423|ref|NP_461038.1|,1
7434,sp|P0AFC0|NUDB_ECOLI,0
6528,VFG022183,1
10844,VFG006988,1
5488,sp|Q5UP30|YL851_MIMIV,0
10570,VFG005963,1
